1	5209.050293
2	1873.554688
3	1097.364868
4	249.466995
5	284.678131
6	239.413040
7	185.012848
8	167.092331
9	165.243591
10	159.566315
11	154.664078
12	156.786179
13	155.903961
14	144.099411
15	135.286682
16	136.687912
17	150.041748
18	143.438385
19	153.077774
20	154.121674
21	140.806183
22	144.050339
23	147.480942
24	144.269974
25	135.603683
26	135.185806
27	139.854843
28	146.597641
29	144.762848
30	139.979477
31	134.153076
32	145.799072
33	156.010315
34	153.401901
35	125.573250
36	127.511307
37	138.952454
38	140.645981
39	143.377914
40	130.750641
41	131.496780
42	138.971054
43	137.104507
44	138.851685
45	156.909805
46	146.733536
47	130.420959
48	144.623337
49	140.384628
50	151.502136
51	149.869812
52	143.628510
53	135.306534
54	131.500549
55	128.747482
56	143.901611
57	132.550552
58	138.611938
59	141.219421
60	131.716049
61	143.127960
62	133.369019
63	127.794144
64	159.812180
65	152.448715
66	134.065613
67	134.982071
68	150.554016
69	157.677658
70	144.016251
71	140.430786
72	139.643646
73	143.037338
74	137.491196
75	131.792679
76	144.232498
77	132.797531
78	127.519867
79	155.530396
80	130.137604
81	126.187302
82	133.067261
83	148.619537
84	152.608170
85	137.691803
86	144.869415
87	149.603439
88	137.143433
89	133.626404
90	129.603836
91	133.896439
92	149.885193
93	150.600525
94	137.421783
95	147.603882
96	146.169235
97	135.971558
98	118.984871
99	139.016022
100	138.934204
